game,team,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,r,s,pred
XIX331,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,1,0,3
XIX331,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,3,2,1
XIX332,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0.0,0.0,0.0,2,1,1
XIX332,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0.0,0.0,0.0,2,1,3
XIX333,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,2,1,3
XIX333,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,2,1,1
XIX334,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,3,3,3
XIX334,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,1,1,1
XIX335,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0.0,0.0,0.0,1,0,1
XIX335,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0.0,0.0,0.0,3,3,3
XIX336,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,3,3,3
XIX336,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,1,1,1
XIX337,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,3,1,3
XIX337,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,1,0,1
XIX338,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0.0,0.0,0.0,1,1,1
XIX338,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,3,3,3
XIX339,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,3,3,1
XIX339,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,1,0,3
XIX340,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,3,1,1
XIX340,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,1,0,3
XIX341,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,3,4,3
XIX341,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,1,3,1
XIX342,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,1,0,3
XIX342,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,3,2,1
XIX343,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,3,2,2
XIX343,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,1,1,2
XIX344,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,1,1,1
XIX344,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,3,5,3
XIX345,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,2,2,1
XIX345,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,2,2,3
XIX346,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,3,2,1
XIX346,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,1,0,3
XIX347,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,3,2,1
XIX347,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,1,1,3
XIX348,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,2,1,3
XIX348,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,2,1,1
XIX349,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,3,2,1
XIX349,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,1,0,3
XIX350,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,3,2,1
XIX350,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,1,1,3
XIX351,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,3,1,1
XIX351,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,0,3
XIX352,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,3,2,3
XIX352,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,1,1
XIX353,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0.0,0.0,0.0,3,4,1
XIX353,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,1,0,3
XIX354,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,1,1,3
XIX354,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0.0,0.0,0.0,3,3,1
XIX355,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0.0,0.0,0.0,1,0,3
XIX355,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,3,1,1
XIX356,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,2,1,1
XIX356,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,2,1,3
XIX357,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,2,3,1
XIX357,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,2,3,3
XIX358,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0.0,0.0,0.0,3,2,3
XIX358,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,1,1,1
XIX359,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,1,0,1
XIX359,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0.0,0.0,0.0,3,1,3
XIX360,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,3,3,3
XIX360,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,1,2,1
XIX361,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,3,3,1
XIX361,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,1,1,3
XIX362,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,3,4,3
XIX362,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,1,2,1
XIX363,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,3,7,1
XIX363,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,1,2,3
XIX364,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,1,0,1
XIX364,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,3,2,3
XIX365,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,2,0,3
XIX365,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,2,0,1
XIX366,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,1,0,1
XIX366,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,3,2,3
XIX367,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,3,3,1
XIX367,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,1,3
XIX368,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0.0,0.0,0.0,2,1,3
XIX368,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0.0,0.0,0.0,2,1,1
XIX369,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,2,0,3
XIX369,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,2,0,1
XIX370,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,2,0,1
XIX370,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0.0,0.0,0.0,2,0,3
XIX371,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,3,2,1
XIX371,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,1,1,3
XIX372,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,1,2,1
XIX372,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,3,3,3
XIX373,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,2,1,3
XIX373,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,2,1,1
XIX374,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,3,2,3
XIX374,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0.0,0.0,0.0,1,1,1
XIX375,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,2,0,1
XIX375,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,2,0,3
XIX376,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,2,1,1
XIX376,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,2,1,3
XIX377,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,3,2,1
XIX377,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,1,0,3
XIX378,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0.0,0.0,0.0,3,2,1
XIX378,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,1,0,3
XIX379,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,3,4,3
XIX379,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,1,1,1
XIX380,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,3,2,3
XIX380,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,1,1,1
XIX381,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,1,1,3
XIX381,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,3,2,1
XIX382,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,2,2,1
XIX382,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,2,2,3
XIX383,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,3,3,3
XIX383,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,1,1,1
XIX384,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,1,1
XIX384,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,3,2,3
XIX385,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0.0,0.0,0.0,2,2,1
XIX385,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,2,2,3
XIX386,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,2,1,1
XIX386,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,2,1,3
XIX387,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0.0,0.0,0.0,3,2,1
XIX387,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,1,0,3
XIX388,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,2,0,1
XIX388,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0.0,0.0,0.0,2,0,3
XIX389,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,3,2,1
XIX389,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,1,0,3
XIX390,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0.0,0.0,0.0,2,1,1
XIX390,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,2,1,3
XIX391,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,1,3,3
XIX391,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0.0,0.0,0.0,3,4,1
XIX392,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,0,1
XIX392,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,3,1,3
XIX393,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,3,2,3
XIX393,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,1,1,1
XIX394,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,3,3,1
XIX394,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,1,0,3
XIX395,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,2,2,1
XIX395,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,2,2,3
XIX396,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,2,1,1
XIX396,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,2,1,3
XIX397,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0.0,0.0,0.0,3,3,3
XIX397,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0.0,0.0,0.0,1,1,1
XIX398,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0.0,0.0,0.0,3,1,2
XIX398,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0.0,0.0,0.0,1,0,2
XIX399,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0.0,0.0,0.0,3,3,1
XIX399,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0.0,0.0,0.0,1,1,3
XIX400,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0.0,0.0,0.0,1,0,1
XIX400,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0.0,0.0,0.0,3,1,3
XIX401,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0.0,0.0,0.0,3,6,2
XIX401,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0.0,0.0,0.0,1,0,2
XIX402,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0.0,0.0,0.0,3,4,1
XIX402,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0.0,0.0,0.0,1,2,3
XIX403,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0.0,0.0,0.0,3,3,1
XIX403,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0.0,0.0,0.0,1,1,3
XIX404,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0.0,0.0,0.0,3,1,3
XIX404,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0.0,0.0,0.0,1,0,1
XIX405,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0.0,0.0,0.0,1,1,1
XIX405,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0.0,0.0,0.0,3,2,3
XIX406,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0.0,0.0,0.0,1,2,1
XIX406,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0.0,0.0,0.0,3,5,3
XIX407,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0.0,0.0,0.0,2,0,3
XIX407,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0.0,0.0,0.0,2,0,1
XIX408,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0.0,0.0,0.0,3,3,1
XIX408,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0.0,0.0,0.0,1,0,3
XVIII1,Toronto FC,0.65,0.52,0.47,0.35,0.31,0.75,0.63,0.41,0.29,0.9,0.57,0.0,0.0,0.0,1,0,3
XVIII1,Columbus,0.67,0.74,0.58,0.53,0.42,0.83,0.61,0.56,0.56,0.51,0.14,0.0,0.0,0.0,3,2,1
XVIII2,Houston,0.63,0.48,0.46,0.42,0.37,0.72,0.67,0.67,0.58,0.52,0.04,0.0,0.0,0.0,3,4,1
XVIII2,Atlanta,0.73,0.82,0.74,0.7,0.53,0.94,0.85,0.62,0.4,0.84,0.03,0.0,0.0,0.0,1,0,3
XVIII3,Philadelphia,0.85,0.82,0.72,0.46,0.39,0.8,0.72,0.66,0.65,0.44,0.0,0.0,0.0,0.0,3,2,1
XVIII3,New England,0.64,0.6,0.52,0.39,0.37,0.76,0.74,0.41,0.33,0.49,0.43,0.0,0.0,0.0,1,0,3
XVIII4,Orlando City,0.58,0.71,0.43,0.36,0.26,0.66,0.4,0.33,0.33,0.62,0.47,0.0,0.0,0.0,2,1,1
XVIII4,D.C. United,0.39,0.58,0.57,0.51,0.34,0.86,0.71,0.67,0.64,0.72,0.29,0.0,0.0,0.0,2,1,3
XVIII5,FC Dallas,0.46,0.71,0.66,0.52,0.26,0.66,0.59,0.55,0.44,0.84,0.21,0.0,0.0,0.0,2,1,1
XVIII5,Real Salt Lake,0.78,0.69,0.64,0.4,0.37,0.79,0.77,0.76,0.69,0.14,0.0,0.0,0.0,0.0,2,1,3
XVIII6,San Jose,0.7,0.62,0.5,0.36,0.28,0.72,0.72,0.61,0.44,0.64,0.58,0.0,0.0,0.0,3,3,1
XVIII6,Minnesota,0.64,0.66,0.65,0.22,0.21,0.79,0.7,0.69,0.47,0.16,0.09,0.0,0.0,0.0,1,2,3
XVIII7,Seattle,0.91,0.59,0.52,0.5,0.5,0.75,0.47,0.42,0.29,0.5,0.41,0.0,0.0,0.0,1,0,1
XVIII7,Los Angeles FC,0.77,0.66,0.51,0.46,0.26,0.8,0.69,0.58,0.58,0.48,0.18,0.0,0.0,0.0,3,1,3
XVIII8,Vancouver,0.51,0.51,0.49,0.35,0.35,0.73,0.63,0.44,0.42,0.66,0.21,0.0,0.0,0.0,3,2,2
XVIII8,Montreal,0.89,0.64,0.55,0.48,0.39,0.86,0.78,0.69,0.64,0.12,0.11,0.0,0.0,0.0,1,1,2
XVIII9,Sporting KC,0.77,0.82,0.75,0.55,0.32,0.84,0.71,0.69,0.66,0.74,0.49,0.0,0.0,0.0,1,0,1
XVIII9,NYCFC,0.77,0.66,0.56,0.46,0.42,0.97,0.6,0.54,0.49,0.67,0.33,0.0,0.0,0.0,3,2,3
XVIII10,LA Galaxy,0.81,0.65,0.51,0.51,0.39,0.74,0.59,0.55,0.42,0.77,0.52,0.0,0.0,0.0,3,2,1
XVIII10,Portland,0.71,0.76,0.65,0.47,0.29,0.98,0.86,0.53,0.37,0.14,0.11,0.0,0.0,0.0,1,1,3
XVIII11,Columbus,0.67,0.74,0.58,0.53,0.42,0.83,0.61,0.56,0.56,0.51,0.14,0.0,0.0,0.0,3,3,3
XVIII11,Montreal,0.89,0.64,0.55,0.48,0.39,0.86,0.78,0.69,0.64,0.12,0.11,0.0,0.0,0.0,1,2,1
XVIII12,New England,0.64,0.6,0.52,0.39,0.37,0.76,0.74,0.41,0.33,0.49,0.43,0.0,0.0,0.0,3,2,3
XVIII12,Colorado,0.77,0.63,0.57,0.4,0.35,0.55,0.44,0.43,0.27,0.21,0.2,0.0,0.0,0.0,1,1,1
XVIII13,Real Salt Lake,0.78,0.69,0.64,0.4,0.37,0.79,0.77,0.76,0.69,0.14,0.0,0.0,0.0,0.0,1,1,1
XVIII13,Los Angeles FC,0.77,0.66,0.51,0.46,0.26,0.8,0.69,0.58,0.58,0.48,0.18,0.0,0.0,0.0,3,5,3
XVIII14,Houston,0.63,0.48,0.46,0.42,0.37,0.72,0.67,0.67,0.58,0.52,0.04,0.0,0.0,0.0,1,1,1
XVIII14,Vancouver,0.51,0.51,0.49,0.35,0.35,0.73,0.63,0.44,0.42,0.66,0.21,0.0,0.0,0.0,3,2,3
XVIII15,Chicago,0.56,0.64,0.6,0.3,0.26,0.69,0.69,0.48,0.4,0.43,0.28,0.0,0.0,0.0,1,3,3
XVIII15,Sporting KC,0.77,0.82,0.75,0.55,0.32,0.84,0.71,0.69,0.66,0.74,0.49,0.0,0.0,0.0,3,4,1
XVIII16,NY Red Bulls,0.72,0.74,0.63,0.6,0.58,0.79,0.7,0.69,0.61,0.06,0.03,0.0,0.0,0.0,3,4,1
XVIII16,Portland,0.71,0.76,0.65,0.47,0.29,0.98,0.86,0.53,0.37,0.14,0.11,0.0,0.0,0.0,1,0,3
XVIII17,Orlando City,0.58,0.71,0.43,0.36,0.26,0.66,0.4,0.33,0.33,0.62,0.47,0.0,0.0,0.0,1,1,1
XVIII17,Minnesota,0.64,0.66,0.65,0.22,0.21,0.79,0.7,0.69,0.47,0.16,0.09,0.0,0.0,0.0,3,2,3
